Title,Title_url, Price 
CONGELADOR NISATO NCH-76 7.5' D.AC/75,https://raenco.com/departamentos/hogar/linea-blanca/cong-nisato-nch-76-7-5-d-ac-75-dob-accion.html, $309.00 
ESTUFA GAS 24 NISATO NE-2464RMS P/H FUNDIDO,https://raenco.com/departamentos/hogar/linea-blanca/est-gas-24-nisato-ne-2464rms-p-h-fundido.html, $189.00 
REFRIGERADORA SAMSUNG 28PC RF28T5A01S9 FRENCH DOOR SILVER,https://raenco.com/departamentos/hogar/linea-blanca/ref-sams-rf28t5a01s9-28pc-french-door-silver.html," $1,199.00 "
REFRIGERADORA SAMSUNG RT62K7110SL/AP 20 PIES CUBICOS,https://raenco.com/departamentos/hogar/linea-blanca/ref-sams-rt62k7110sl-ap-20-c-disp-inverter.html, $899.00 
LAVADORA AUTOMATICA SANKEY  WM-A1378PG 13KG GRIS,https://raenco.com/departamentos/hogar/linea-blanca/lav-sankey-auto-wm-a1378pg-13kg-gris.html, $279.00 
EST. GAS SAMS 30 NX60T8115SS (NX9000T T-SLIDE IN)  WIFI,https://raenco.com/departamentos/hogar/linea-blanca/est-gas-sams-30-nx60t8115ss-nx9000t-t-slide-in-wifi.html, $949.00 
EST. ELEC. SAMS 30 NE59M4320SS VITRO CONVECTION 5Q,https://raenco.com/departamentos/hogar/linea-blanca/est-elec-sams-30-ne59m4320ss-vitro-convection-5q.html, $699.00 
"LAVADORA SAMSUNG CARGA FRONTAL  WF22R6270AW 22KG BLANCA, INVERTER",https://raenco.com/departamentos/hogar/linea-blanca/lav-sams-carga-ftl-wf22r6270aw-22kg-blanca-inverter.html, $709.00 
"LAVADORA SAMSUNG CARGA FRONTAL  WF20T6000AW 20KG BLANCA, INVERTER",https://raenco.com/departamentos/hogar/linea-blanca/lav-sams-carga-ftl-wf20t6000aw-20kg-blanca-inverter.html, $659.00 
LAVADORA SEMIAUT. NISATO WM-1110PMD 11KG,https://raenco.com/departamentos/hogar/linea-blanca/lav-s-aut-nisato-wm-1110pmd-11kg-blanca-con-bomba.html, $199.00 
ESTUFA GAS LG 30 RSG314S.FBKFGSS 6QUEM.,https://raenco.com/departamentos/hogar/linea-blanca/est-gas-lg-30-rsg314s-fbkfgss-6quem.html, $749.00 
SECADORA GAS SAMS. DV22R7450PW 22KG BLCA,https://raenco.com/departamentos/hogar/linea-blanca/secadora-gas-sams-dv22r7450pw-22kg-blca.html, $599.00 
EST.GAS MESA NISATO NE2-02A 2Q,https://raenco.com/departamentos/hogar/linea-blanca/est-gas-mesa-nisato-ne2-02a-2q.html, $19.95 
LAVADORA WHP 16KLS 8MWTW1612MJQ,https://raenco.com/departamentos/hogar/linea-blanca/lav-whp-16kls-8mwtw1612mjq.html, $379.00 
LAVADORA  SAMSUNG  WA19R7G4UWW 19KG BLCA,https://raenco.com/departamentos/hogar/linea-blanca/lav-sams-wa19r7g4uww-19kg-blca.html, $459.00 
LAVADORA WHIRLPOOL 8MWTW2024MJM 20KG BLANCA,https://raenco.com/departamentos/hogar/linea-blanca/lav-whp-8mwtw2024mjm-20kg-blanca.html, $479.00 
LAVADORA WHIRLPOOL 24KG IMPELLER 8MWTWLA41WJG GRIS,https://raenco.com/departamentos/hogar/linea-blanca/lav-whp-24kg-impeller-8mwtwla41wjg-gris.html, $549.00 
ESTUFA EMPOTRABLE A GAS DRIJA 36 MILAN 90 5Q. ACERO,https://raenco.com/departamentos/hogar/linea-blanca/est-emp-gas-drija-36-milan-90-5q-acero.html, $269.00 
EXTRACTOR DE GRASA DRIJA 24 COMPACTA 60 NEGRO,https://raenco.com/departamentos/hogar/linea-blanca/extract-grasa-drija-24-compacta-60-negro.html, $79.99 
SECADORA A GAS LG DF20WV 20KLS C FRONTAL BLANCA,https://raenco.com/departamentos/hogar/linea-blanca/secadora-gas-lg-df20wv-20kls-c-frontal-blanca.html, $699.00 
SECADORA GAS SAMSUNG  DV20M3100PW 20KG,https://raenco.com/departamentos/hogar/linea-blanca/secadora-gas-sams-dv20m3100pw-20kg.html, $479.00 
LAVADORA WHIRLPOOL CARGA FTL 7MWFW6621HC 21KG GRIS,https://raenco.com/departamentos/hogar/linea-blanca/lav-whp-carga-ftl-7mwfw6621hc-21kg-gris.html," $1,049.00 "
REFRIGERADORA SAMSUNG RT46K6000S8 16PC INV. GRIS,https://raenco.com/departamentos/hogar/linea-blanca/ref-sams-rt46k6000s8-16pc-inv-gris.html, $649.00 
ESTUFA GAS 20  NIS. NE2023TVLE BLC. P/HIERRO/F TAPA VIDRIO,https://raenco.com/departamentos/hogar/linea-blanca/est-gas-20-nis-ne2023tvle-blc-p-hierro-f-tapa-vidrio.html, $129.00 
PURIFICADOR DE AIRE WHIRLPOOL WAP1038Q FILTRO LAV.,https://raenco.com/departamentos/hogar/linea-blanca/purificador-de-aire-whp-wap1038q-filtro-lav.html, $179.00 
LAVDORA SAMSUNG WA19T6260BY 19KG INV. GRIS,https://raenco.com/departamentos/hogar/linea-blanca/lav-sams-wa19t6260by-19kg-inv-gris.html, $499.00 
LAV. SAMS. WA17T6260BY 17KG  GRIS  INVERT.,https://raenco.com/departamentos/hogar/linea-blanca/lav-sams-wa17t6260by-17kg-gris-invert.html, $459.00 
DESHUMIFICADOR WHIRLPOOL WAD2005Q 20LT BLANCO,https://raenco.com/deshum-whp-wad2005q-20lt-blanco.html, $299.00 
